dance_ID;colony_ID;"colony_location_
x_coordinate";"colony_location_
y_coordinate";observation_start_date;observation_start_daytime;dance_date;dance_daytime;"number_of_
circuits";dance_duration;"mean_
circuit_duration";flight_distance;dance_angle;solar_azimuth_angle;flight_angle;"offset_
metres_N";"offset_
metres_E";"offset_
degrees_N";"offset_
degrees_E";"nest_site_
coordinates_N";"nest_site_
coordinates_E"
15;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;11:21;10;18.40;1.84;134.66;11.00;131.77;142.77;-107.21;81.48;-0.00097;0.00117;51.16708;8.96494
16;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;11:21;10;17.90;1.79;115.91;280.40;131.77;52.17;71.10;91.54;0.00064;0.00132;51.16869;8.96509
27;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:00;8;17.00;2.13;246.17;232.40;145.48;17.88;234.28;75.58;0.00211;0.00109;51.17016;8.96486
28;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:00;5;12.70;2.54;424.57;335.70;145.48;121.18;-219.82;363.23;-0.00198;0.00522;51.16607;8.96899
30;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:10;5;8.60;1.72;90.03;263.80;149.35;53.15;53.99;72.05;0.00049;0.00104;51.16854;8.96481
31;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:10;8;12.90;1.61;51.13;248.10;149.35;37.45;40.59;31.09;0.00037;0.00045;51.16842;8.96422
33;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:21;10;24.50;2.45;384.08;94.10;153.78;247.88;-144.64;-355.80;-0.00130;-0.00511;51.16675;8.95866
34;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:20;5;36.00;7.20;5130.46;248.30;153.37;41.67;3832.47;3410.84;0.03453;0.04901;51.20258;9.01278
37;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:33;8;50.10;6.26;3965.29;337.10;158.79;135.89;-2846.86;2760.23;-0.02565;0.03966;51.14240;9.00343
38;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:33;3;22.00;7.33;5296.18;337.10;158.79;135.89;-3802.37;3686.66;-0.03426;0.05297;51.13379;9.01674
39;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:40;10;22.20;2.22;285.22;303.80;161.79;105.59;-76.63;274.73;-0.00069;0.00395;51.16736;8.96772
41;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:45;8;18.00;2.25;297.76;165.90;163.96;329.86;257.50;-149.51;0.00232;-0.00215;51.17037;8.96162
42;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:50;4;8.00;2.00;196.26;188.00;166.16;354.16;195.24;-19.98;0.00176;-0.00029;51.16981;8.96348
43;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;12:51;5;13.60;2.72;508.90;308.10;166.60;114.70;-212.66;462.34;-0.00192;0.00664;51.16613;8.97041
63;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:00;3;22.80;7.60;5627.60;334.00;197.60;171.60;-5567.24;822.06;-0.05016;0.01181;51.11789;8.97558
64;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:00;3;15.30;5.10;2520.47;262.30;197.60;99.90;-433.36;2482.94;-0.00390;0.03567;51.16415;8.99944
66;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:11;6;32.10;5.35;2831.18;350.80;202.31;193.11;-2757.39;-642.17;-0.02484;-0.00923;51.14321;8.95454
67;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:11;6;13.20;2.20;276.91;265.60;202.31;107.91;-85.16;263.49;-0.00077;0.00379;51.16728;8.96756
69;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:20;7;15.20;2.17;265.13;344.70;206.06;190.76;-260.47;-49.48;-0.00235;-0.00071;51.16570;8.96306
70;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:21;4;38.90;9.73;8268.67;321.80;206.47;168.27;-8095.87;1681.60;-0.07294;0.02416;51.09511;8.98793
72;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:31;6;11.40;1.90;157.47;301.90;210.49;152.39;-139.54;72.98;-0.00126;0.00105;51.16679;8.96482
73;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:32;4;36.20;9.05;7429.74;315.40;210.88;166.28;-7217.86;1761.68;-0.06503;0.02531;51.10302;8.98908
76;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:40;6;46.60;7.77;5834.75;288.00;213.99;141.99;-4597.20;3593.05;-0.04142;0.05162;51.12663;9.01539
77;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:40;3;17.00;5.67;3224.75;328.60;213.99;182.59;-3221.46;-145.71;-0.02902;-0.00209;51.13903;8.96168
78;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:51;3;25.20;8.40;6621.89;269.20;218.11;127.31;-4013.54;5266.97;-0.03616;0.07567;51.13189;9.03944
79;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;14:52;6;20.00;3.33;837.02;210.30;218.47;68.77;303.04;780.23;0.00273;0.01121;51.17078;8.97498
96;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:01;6;10.30;1.72;88.81;184.70;240.38;65.08;37.43;80.54;0.00034;0.00116;51.16839;8.96493
97;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:01;7;15.20;2.17;265.13;277.30;240.38;157.68;-245.26;100.71;-0.00221;0.00145;51.16584;8.96522
98;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:11;7;14.00;2.00;196.26;178.90;243.07;61.97;92.22;173.25;0.00083;0.00249;51.16888;8.96626
99;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:11;6;15.30;2.55;429.13;176.00;243.07;59.07;220.54;368.12;0.00199;0.00529;51.17004;8.96906
100;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:22;5;10.80;2.16;260.44;274.90;245.93;160.83;-246.00;85.52;-0.00222;0.00123;51.16583;8.96500
101;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:22;4;9.00;2.25;297.76;30.90;245.93;276.83;35.41;-295.64;0.00032;-0.00425;51.16837;8.95952
102;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:31;3;31.20;10.40;9107.60;298.70;248.18;186.88;-9041.92;-1091.78;-0.08146;-0.01569;51.08659;8.94808
103;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:32;6;13.40;2.23;290.78;32.00;248.43;280.43;52.65;-285.97;0.00047;-0.00411;51.16852;8.95966
104;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:41;6;13.40;2.23;290.78;161.60;250.61;52.21;178.17;229.80;0.00161;0.00330;51.16966;8.96707
105;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:41;6;12.80;2.13;249.56;258.70;250.61;149.31;-214.61;127.36;-0.00193;0.00183;51.16612;8.96560
106;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:51;3;20.90;6.97;4840.46;224.90;252.97;117.87;-2262.43;4279.19;-0.02038;0.06148;51.14767;9.02525
107;K_NP_1;51.16805;8.96377;19.5.2020;09:42;19.05.2020;16:51;4;18.20;4.55;1836.90;280.30;252.97;173.27;-1824.23;215.41;-0.01643;0.00309;51.15162;8.96686
122;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:01;9;21.50;2.39;357.18;183.00;109.39;292.39;136.04;-330.26;0.00123;-0.00475;51.16928;8.95902
123;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:02;9;16.20;1.80;119.64;278.70;109.63;28.33;105.32;56.77;0.00095;0.00082;51.16900;8.96459
124;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:10;8;18.50;2.31;324.21;200.10;111.57;311.67;215.55;-242.18;0.00194;-0.00348;51.16999;8.96029
125;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:11;7;19.10;2.73;513.03;188.80;111.82;300.62;261.28;-441.52;0.00235;-0.00634;51.17040;8.95743
126;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:23;7;15.00;2.14;253.43;72.00;114.84;186.84;-251.63;-30.19;-0.00227;-0.00043;51.16578;8.96334
127;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:24;8;17.80;2.23;287.30;271.20;115.10;26.30;257.56;127.29;0.00232;0.00183;51.17037;8.96560
128;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:31;5;13.20;2.64;470.85;173.30;116.93;290.23;162.82;-441.80;0.00147;-0.00635;51.16952;8.95742
129;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:32;5;11.70;2.34;336.00;168.50;117.20;285.70;90.90;-323.47;0.00082;-0.00465;51.16887;8.95912
130;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:42;6;17.20;2.87;581.22;278.70;119.91;38.61;454.18;362.67;0.00409;0.00521;51.17214;8.96898
132;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:54;2;19.50;9.75;8299.74;15.10;123.30;138.40;-6206.93;5509.97;-0.05592;0.07916;51.11213;9.04293
133;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;10:56;5;17.00;3.40;877.31;191.90;123.89;315.79;628.80;-611.78;0.00566;-0.00879;51.17371;8.95498
134;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;11:01;7;17.20;2.46;387.25;160.20;125.36;285.56;103.89;-373.06;0.00094;-0.00536;51.16899;8.95841
146;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:02;3;34.10;11.37;10309.02;14.50;146.09;160.59;-9722.86;3426.66;-0.08759;0.04923;51.08046;9.01300
147;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:01;6;16.20;2.70;499.30;175.60;145.70;321.30;389.68;-312.16;0.00351;-0.00449;51.17156;8.95928
148;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:13;5;13.00;2.60;452.17;102.50;150.40;252.90;-132.98;-432.17;-0.00120;-0.00621;51.16685;8.95756
149;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:14;7;20.70;2.96;627.59;253.00;150.80;43.80;452.99;434.36;0.00408;0.00624;51.17213;8.97001
150;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:20;11;21.30;1.94;171.47;210.00;153.23;3.23;171.19;9.66;0.00154;0.00014;51.16959;8.96391
151;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:21;5;33.30;6.66;4459.32;353.20;153.64;146.84;-3733.13;2439.12;-0.03363;0.03504;51.13442;8.99881
152;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:31;6;14.70;2.45;384.08;148.60;157.82;306.42;228.00;-309.08;0.00205;-0.00444;51.17010;8.95933
153;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:31;8;17.30;2.16;261.46;121.20;157.82;279.02;40.97;-258.23;0.00037;-0.00371;51.16842;8.96006
154;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:40;7;22.00;3.14;727.41;245.10;161.68;46.78;498.16;530.05;0.00449;0.00762;51.17254;8.97139
155;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:40;4;37.80;9.45;7926.88;343.80;161.68;145.48;-6530.90;4492.53;-0.05884;0.06455;51.10921;9.02832
156;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:52;5;13.10;2.62;461.48;163.00;166.96;329.96;399.47;-231.05;0.00360;-0.00332;51.17165;8.96045
157;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;12:53;4;31.90;7.98;6093.67;347.20;167.40;154.60;-5504.69;2613.67;-0.04959;0.03755;51.11846;9.00132
158;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:01;10;21.80;2.18;268.65;225.40;198.08;63.48;119.94;240.39;0.00108;0.00345;51.16913;8.96722
159;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:00;3;42.60;14.20;13830.44;323.00;197.65;160.65;-13049.03;4583.01;-0.11756;0.06585;51.05049;9.02962
160;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:11;6;15.20;2.53;421.53;197.70;202.38;40.08;322.55;271.39;0.00291;0.00390;51.17096;8.96767
161;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:12;8;17.60;2.20;276.91;202.40;202.80;45.20;195.12;196.49;0.00176;0.00282;51.16981;8.96659
162;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:22;9;25.80;2.87;581.22;141.60;206.96;348.56;569.67;-115.30;0.00513;-0.00166;51.17318;8.96211
163;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:22;3;23.20;7.73;5793.32;301.90;206.96;148.86;-4958.42;2996.09;-0.04467;0.04305;51.12338;9.00682
164;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:31;6;19.60;3.27;797.76;181.10;210.58;31.68;678.85;419.02;0.00612;0.00602;51.17417;8.96979
165;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:32;5;43.80;8.76;7069.32;335.50;210.98;186.48;-7024.14;-797.92;-0.06328;-0.01146;51.10477;8.95231
166;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:41;4;43.30;10.83;9635.81;261.80;214.48;116.28;-4266.18;8639.94;-0.03843;0.12413;51.12962;9.08790
167;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:42;9;17.80;1.98;187.56;124.20;214.86;339.06;175.17;-67.03;0.00158;-0.00096;51.16963;8.96281
168;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:51;8;17.90;2.24;292.52;262.20;218.23;120.43;-148.14;252.23;-0.00133;0.00362;51.16672;8.96739
169;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;14:51;9;18.40;2.04;213.82;188.00;218.23;46.23;147.93;154.39;0.00133;0.00222;51.16938;8.96599
170;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:01;8;17.40;2.18;266.60;236.50;240.53;117.03;-121.14;237.49;-0.00109;0.00341;51.16696;8.96718
171;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:02;3;33.60;11.20;10101.88;268.50;240.80;149.30;-8686.10;5157.48;-0.07825;0.07410;51.08980;9.03787
172;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:11;7;18.30;2.61;458.81;46.80;243.22;290.02;157.11;-431.08;0.00142;-0.00619;51.16947;8.95758
173;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:11;8;18.60;2.33;329.56;205.30;243.22;88.52;8.49;329.45;0.00008;0.00473;51.16813;8.96850
174;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:21;13;21.80;1.68;74.32;130.10;245.82;15.92;71.47;20.39;0.00064;0.00029;51.16869;8.96406
175;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:27;2;27.40;13.70;13209.01;291.20;247.34;178.54;-13204.73;336.22;-0.11896;0.00483;51.04909;8.96860
176;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:30;6;23.10;3.85;1181.05;179.70;248.09;67.79;446.48;1093.40;0.00402;0.01571;51.17207;8.97948
177;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:33;6;13.90;2.32;325.99;207.90;248.83;96.73;-38.19;323.75;-0.00034;0.00465;51.16771;8.96842
178;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:41;4;10.60;2.65;475.55;104.10;250.76;354.86;473.64;-42.58;0.00427;-0.00061;51.17232;8.96316
179;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:41;3;38.30;12.77;12049.02;268.20;250.76;158.96;-11245.91;4325.32;-0.10131;0.06214;51.06674;9.02591
180;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:51;7;14.90;2.13;247.62;87.60;253.11;340.71;233.72;-81.78;0.00211;-0.00118;51.17016;8.96259
181;K_NP_1;51.16805;8.96377;19.5.2020;09:42;20.05.2020;16:52;7;18.20;2.60;452.17;165.30;253.35;58.65;235.28;386.14;0.00212;0.00555;51.17017;8.96932
182;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:01;7;17.20;2.46;387.25;179.30;109.21;288.51;122.92;-367.23;0.00111;-0.00528;51.16916;8.95849
184;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:11;7;16.90;2.41;368.30;185.80;111.63;297.43;169.68;-326.89;0.00153;-0.00470;51.16958;8.95907
185;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:11;4;12.50;3.13;717.52;284.70;111.63;36.33;578.02;425.12;0.00521;0.00611;51.17326;8.96988
186;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:24;8;17.90;2.24;292.52;171.50;114.91;286.41;82.66;-280.60;0.00074;-0.00403;51.16879;8.95974
187;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:27;6;14.90;2.48;398.95;180.70;115.69;296.39;177.35;-357.36;0.00160;-0.00513;51.16965;8.95864
190;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:40;5;9.50;1.90;157.47;287.40;119.17;46.57;108.26;114.36;0.00098;0.00164;51.16903;8.96541
191;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:44;4;10.40;2.60;452.17;190.30;120.28;310.58;294.12;-343.44;0.00265;-0.00493;51.17070;8.95884
192;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:49;4;40.30;10.08;8703.67;45.30;121.68;166.98;-8480.02;1960.38;-0.07640;0.02817;51.09165;8.99194
193;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;10:51;6;19.80;3.30;817.26;179.80;122.25;302.05;433.73;-692.67;0.00391;-0.00995;51.17196;8.95382
194;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:01;9;21.00;2.33;333.13;244.80;145.54;30.34;287.50;168.29;0.00259;0.00242;51.17064;8.96619
195;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:04;3;49.80;16.60;16813.29;3.80;146.70;150.50;-14633.47;8279.39;-0.13183;0.11895;51.03622;9.08272
196;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:13;4;40.60;10.15;8796.88;17.80;150.25;168.05;-8606.21;1821.61;-0.07753;0.02617;51.09052;8.98994
197;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:13;2;23.70;11.85;10909.73;18.40;150.25;168.65;-10696.34;2147.23;-0.09636;0.03085;51.07169;8.99462
198;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:24;9;18.50;2.06;218.24;268.50;154.74;63.24;98.25;194.88;0.00089;0.00280;51.16894;8.96657
199;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:23;2;23.20;11.60;10599.02;17.50;154.33;171.83;-10491.42;1506.43;-0.09452;0.02164;51.07353;8.98541
2000;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:34;4;43.20;10.80;9604.74;9.80;158.97;168.77;-9420.87;1870.34;-0.08487;0.02687;51.08318;8.99064
2001;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:34;4;52.80;13.20;12587.59;2.10;158.97;161.07;-11906.86;4083.37;-0.10727;0.05867;51.06078;9.02244
2002;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:41;4;62.60;15.65;15632.58;353.40;162.00;155.40;-14213.82;6507.30;-0.12805;0.09349;51.04000;9.05726
2003;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:41;6;13.60;2.27;304.77;252.50;162.00;54.50;176.97;248.12;0.00159;0.00356;51.16964;8.96733
2004;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:52;6;77.80;12.97;12297.59;4.90;166.86;171.76;-12170.77;1761.55;-0.10965;0.02531;51.05840;8.98908
2005;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;12:52;3;44.00;14.67;14410.44;2.60;166.86;169.46;-14167.50;2634.90;-0.12764;0.03786;51.04041;9.00163
2006;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;13:06;4;43.10;10.78;9573.67;350.80;173.19;163.99;-9202.43;2640.14;-0.08290;0.03793;51.08515;9.00170
2007;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;13:05;2;21.70;10.85;9666.88;350.10;172.74;162.84;-9236.37;2852.73;-0.08321;0.04099;51.08484;9.00476
2008;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;13:11;6;82.30;13.72;13229.73;1.20;175.48;176.68;-13207.48;766.89;-0.11899;0.01102;51.04906;8.97479
2009;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;13:11;3;43.50;14.50;14203.30;353.90;175.48;169.38;-13959.87;2618.35;-0.12576;0.03762;51.04229;9.00139
2010;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;13:21;4;54.90;13.73;13240.09;345.50;180.07;165.57;-12822.12;3300.46;-0.11551;0.04742;51.05254;9.01119
2011;K_NP_1;51.16805;8.96377;19.5.2020;09:42;21.05.2020;13:21;6;64.00;10.67;9439.02;346.00;180.07;166.07;-9161.24;2273.08;-0.08253;0.03266;51.08552;8.99643
902;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;13:39;12;18.30;1.53;20.17;317.90;186.18;144.08;-16.34;11.83;-0.00015;0.00017;51.14159;8.97324
903;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;13:46;12;19.90;1.66;67.60;26.90;189.59;216.49;-54.34;-40.20;-0.00049;-0.00058;51.14125;8.97249
904;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;13:55;10;18.30;1.83;130.89;341.00;193.93;174.93;-130.38;11.57;-0.00117;0.00017;51.14057;8.97324
905;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:02;13;21.40;1.65;63.20;21.20;197.25;218.45;-49.50;-39.30;-0.00045;-0.00056;51.14129;8.97251
906;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:22;10;15.90;1.59;43.11;16.40;206.36;222.76;-31.65;-29.27;-0.00029;-0.00042;51.14145;8.97265
907;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:28;12;22.00;1.83;132.15;327.70;208.98;176.68;-131.93;7.66;-0.00119;0.00011;51.14055;8.97318
908;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:37;8;17.80;2.23;287.30;44.10;212.78;256.88;-65.20;-279.80;-0.00059;-0.00402;51.14115;8.96905
909;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:42;8;17.20;2.15;256.35;211.70;214.83;66.53;102.08;235.15;0.00092;0.00338;51.14266;8.97645
910;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:46;10;14.60;1.46;0.00;322.40;216.44;178.84;0.00;0.00;0.00000;0.00000;51.14174;8.97307
911;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:54;7;17.00;2.43;374.59;83.60;219.58;303.18;205.00;-313.52;0.00185;-0.00450;51.14359;8.96857
912;K_NP_11;51.14174;8.97307;22.06.2020;10:11;22.06.2020;14:59;8;16.00;2.00;196.26;221.40;221.48;82.88;24.33;194.75;0.00022;0.00280;51.14196;8.97587
922;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:00;8;16.00;2.00;196.26;187.80;105.10;292.90;76.37;-180.79;0.00069;-0.00260;51.14243;8.97047
923;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:01;5;27.30;5.46;2967.90;289.70;105.33;35.03;2430.19;1703.70;0.02189;0.02446;51.16363;8.99753
924;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:10;8;18.10;2.26;303.01;205.00;107.45;312.45;204.52;-223.58;0.00184;-0.00321;51.14358;8.96986
925;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:19;3;16.20;5.40;2893.33;239.60;109.64;349.24;2842.42;-540.36;0.02561;-0.00776;51.16735;8.96531
926;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:25;6;15.80;2.63;467.72;190.30;111.13;301.43;243.91;-399.08;0.00220;-0.00573;51.14394;8.96734
927;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:27;10;28.40;2.84;567.81;202.20;111.64;313.84;393.29;-409.56;0.00354;-0.00588;51.14528;8.96719
928;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:37;7;20.70;2.96;627.59;184.40;114.23;298.63;300.72;-550.85;0.00271;-0.00791;51.14445;8.96516
929;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:38;5;23.30;4.66;1973.61;183.00;114.50;297.50;911.17;-1750.69;0.00821;-0.02514;51.14995;8.94793
930;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:41;10;27.00;2.70;499.30;135.50;115.30;250.80;-164.23;-471.51;-0.00148;-0.00677;51.14026;8.96630
931;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:42;10;24.20;2.42;370.82;196.20;115.57;311.77;246.99;-276.58;0.00223;-0.00397;51.14397;8.96910
932;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:57;10;19.80;1.98;188.43;8.20;119.74;127.94;-115.86;148.60;-0.00104;0.00213;51.14070;8.97520
933;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;10:49;6;20.20;3.37;857.03;233.10;117.48;350.58;845.48;-140.25;0.00762;-0.00201;51.14936;8.97106
934;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;12:04;6;20.30;3.38;867.13;171.90;142.34;314.24;604.97;-621.23;0.00545;-0.00892;51.14719;8.96415
935;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;12:04;6;20.80;3.47;918.68;159.50;142.34;301.84;484.66;-780.44;0.00437;-0.01121;51.14611;8.96186
936;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;12:09;8;20.10;2.51;412.08;172.10;144.33;316.43;298.56;-284.03;0.00269;-0.00408;51.14443;8.96899
937;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;12:14;8;18.90;2.36;345.71;136.10;146.36;282.46;74.61;-337.57;0.00067;-0.00485;51.14241;8.96822
938;K_NP_11;51.14174;8.97307;22.06.2020;10:11;23.06.2020;12:22;8;27.70;3.46;916.06;142.90;149.71;292.61;352.16;-845.67;0.00317;-0.01214;51.14491;8.96093
